X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,Y
0.4692680899768591,1.7344227934947252,1.5493337451899143,1.538197283056315,1.346863121984281,0.4544808384264802,0.3734891183184138,2.2450990181555297,1.431990936799458,1.8164879574740267,0.7906017417569093,3.0829740072905274,3.113534306644693,0.302184554199304,1.7515304515843666,1.7574425759566925,1.906401240727039,2.2582846510704475,2.111437216355684,1.922135644184731,2.4726812698561766,1.7706185655635673,1.9496990029400922,2.055778430555317,2.2014551249753085,3.050420525093747,1.8886720701522741,2.3429020458780725,2.5127543614538337,1.7599739986436354,1
0.9353330206496101,0.9232942389573893,0.906224063999755,1.969681110203946,2.340115641384896,1.9236055526117413,0.9225450633166832,0.7195005750185179,1.726189620877413,1.2999454934021204,0.9294542969928213,1.1749719936857943,0.9893146105434045,2.2271482772141615,1.475699685614363,2.193761574105152,1.5711369583730663,1.9045972226131378,1.9704720448820012,1.4550718756873033,4.43053285926668,2.686665810373059,3.8992084915720904,3.448917592478168,2.276606314394431,3.771093646055111,1.5956137963874193,1.710363309395573,1.5587671813201605,1.8727893623463412,0
0.4921302917942186,0.5809027607617685,1.1856677832233082,0.8864034347600834,0.8813127054307309,0.9402708306679851,0.44683450964886456,1.868852000334268,0.5851762973462069,4.603573097323982,2.3108688415277636,0.09104075167598172,1.0986326643131787,2.0014994071941308,2.377527318100272,2.474070422935959,2.6539075580228397,1.4187083146606356,1.7519626099746952,1.4704809891159025,3.1584670289822347,2.280148990624213,1.7786414621310633,1.482084119344329,1.7602602891906605,1.7853352850919708,2.617369568740803,2.3741747938787587,3.4437368315255017,2.085615838905424,0
0.1273723936155019,0.6591167045129965,0.9216551455259728,0.848541488941331,1.141585041153318,0.8266443244173902,0.9834206408126257,0.902962607965117,0.4602132251004709,0.546056689980262,0.4790647664780527,1.0995590440469267,1.0015362364709774,0.7638039972880252,2.8981108689783257,1.0525136839227665,1.2768060574237654,2.0834755923590875,1.0720728756507434,0.9145794314958612,1.1528640771300978,1.008816741194573,3.25138231045558,2.391041185577415,1.8348027856868598,2.7978691769279553,2.449461278536129,1.1929959482326584,3.0229555276562152,1.744514663169306,1
1.6473482913035662,2.4695739513625585,2.0970460062069134,2.0397298884223964,2.0988683568780315,0.9949247579953678,2.1831796067081504,2.6535632695060554,1.009218044886971,1.6769111485181751,1.576516479464923,0.878908544525453,1.2829879692573791,1.295140794848481,3.804223843791975,1.6264416632907228,1.942857748475172,2.393800846279826,1.7283462308030189,4.5532274486042805,4.361299820114932,1.7178879095371788,2.0822186953232777,1.796463559526294,1.7821272769060967,1.5190387582195686,2.33467326162583,2.131556180311864,1.5600643772938894,1.8078982894853663,0
2.3888609510893404,2.269347903121363,2.2666099815302347,2.470215346017607,3.7817113663589836,0.8439549552030498,1.693198140525801,2.138279684196232,1.1946432235417317,2.1931549835640562,1.5169788162566076,1.4475621861824022,2.2441233823278246,1.0061077811052959,1.5272900965636593,3.075470417351224,1.8305055510477624,1.675061837657849,1.5300728008661786,2.301094875201452,2.5328527594216683,1.5459662094786404,2.179396326170513,1.7757849651610182,2.483876657104677,1.738886725702357,2.629009373258504,2.0296217410230684,4.087028119600748,1.773291095178758,1
0.41713243399517175,0.42791963727598215,1.3930899754876414,1.4821777179856757,1.0101318457702937,1.2607225814173884,2.018040410033753,1.3827805094386416,1.4193397521437399,1.0436738453515921,0.9002219382885023,2.2540966760959917,3.3819235285463947,0.12646947088797483,1.8345927169012681,1.8572261116263895,2.6482444918659303,3.5597795727202346,3.5198463047476665,2.957861597971826,2.5465883148396147,1.716545736140849,1.7979692180541045,3.7084172671068285,2.523506738865288,1.7056896172785156,1.7940833717042306,2.6822296786419653,1.721352009459868,1.8750273077856032,1
0.7956978461389317,1.2293078974464333,1.3643824008630725,1.181760671182025,1.5510308977850387,0.5310525882551476,0.689317481407263,1.6738753676133191,1.5187524487289477,2.4163401927929424,1.8149300804749502,0.6578561385707932,1.1609143791055798,1.2464271102370656,1.4004570016537126,1.3811019522226955,4.401147786010628,1.6578010673825399,3.2285233694088635,2.160184485077621,2.7087238229547412,1.9376317493091746,2.0961820767489283,1.9469889397277023,1.5422922817540936,2.5070322359788024,1.6687267968829027,1.3988470315375932,2.312747830103955,1.5692843928646971,0
2.821083147273303,3.8804531875241923,4.120118775470312,3.6464373559859813,3.524758242632422,3.35989064755621,1.7433697087458506,4.528572346701169,4.821733172179139,3.831844209056875,2.530911904990479,2.29573691228061,4.068181672054744,1.1390149639010567,2.603405664347077,3.1754531523069165,4.944490828567404,3.5879346773688683,3.2975803688328966,2.6430402713790793,3.4151452071253794,6.735715749333678,2.7895786096498654,3.315653816727363,4.563555503705486,3.9230799201090902,3.8046184325232577,3.840435942054293,3.1678339527930977,3.086456145034354,0
1.6573745072597124,2.215793229721219,2.6093210686277515,2.9723106851629693,2.552308094380688,1.2029299091937946,2.178119783469871,1.853424963393704,2.1218628961732424,2.5971104394303723,3.317917832092483,0.06043554577738219,1.9476627775046687,1.2258432605289415,2.3257805335758728,1.5956459791313784,2.1300509525449143,2.2832618010556884,1.896428035205709,2.4053919352084163,1.6424444047667563,1.6494128758148796,3.1778453966986624,2.0495991916002034,1.7767160278739134,2.3231854073166702,2.9952305069985456,1.9121331965962112,2.576629498917533,1.7925251358517045,0
